episode,reward,waiting,queue,arrived,loss,pg_loss,val_loss,entropy,entropy_coef,phase_counts,phases_used,dominant_phase,dominant_pct
53,7500.4433125000005,1538.1686111111112,25.8,1608.0,413.6369443893433,-0.01730793503811583,830.7396654129028,3.664587926864624,0.46815,"{""0"": 24, ""3"": 26, ""2"": 26, ""1"": 23, ""5"": 29, ""7"": 22, ""6"": 28, ""4"": 30}",8,4,14.4
54,8045.398312499996,864.9575,18.79388888888889,1680.0,409.56426639556884,-0.018070058012381197,822.5945030212403,3.6679743409156798,0.4675375,"{""0"": 34, ""5"": 26, ""1"": 32, ""6"": 27, ""2"": 29, ""4"": 32, ""7"": 19, ""3"": 25}",8,0,15.2
55,7883.790374999998,1272.4205555555557,24.684444444444445,1671.0,600.3009338378906,-0.00789884354453534,1204.043264770508,3.668245959281921,0.466925,"{""0"": 31, ""7"": 30, ""5"": 40, ""1"": 29, ""4"": 24, ""6"": 26, ""2"": 23, ""3"": 24}",8,5,17.6
56,7861.706249999981,708.3361111111111,17.7275,1636.0,464.3926124572754,-0.007077779993414879,932.2240615844727,3.6720814228057863,0.4663125,"{""0"": 32, ""5"": 37, ""7"": 32, ""6"": 13, ""3"": 35, ""1"": 28, ""2"": 30, ""4"": 25}",8,5,15.9
57,8237.6095625,1290.943611111111,23.118055555555557,1738.0,516.932141494751,-0.00108656061347574,1037.2859477996826,3.671335107088089,0.4657,"{""0"": 28, ""4"": 29, ""7"": 26, ""5"": 34, ""2"": 24, ""6"": 24, ""1"": 24, ""3"": 23}",8,5,16.0
58,7840.614499999999,1020.7744444444445,20.774444444444445,1647.0,514.7154773712158,0.006705398019403219,1032.8293678283692,3.667937660217285,0.4650875,"{""0"": 21, ""3"": 34, ""7"": 30, ""6"": 23, ""2"": 21, ""1"": 36, ""4"": 33, ""5"": 25}",8,1,16.1
59,7916.295437500006,704.9869444444445,16.628333333333334,1647.0,442.7831853866577,-0.022584999073296787,889.0167232513428,3.6656371116638184,0.464475,"{""0"": 26, ""1"": 36, ""4"": 28, ""7"": 31, ""6"": 33, ""3"": 24, ""5"": 33, ""2"": 29}",8,1,15.0
60,8109.390499999998,1313.3422222222223,23.406111111111112,1713.0,591.0047044754028,0.017161374248098583,1185.3822952270507,3.6726570665836333,0.4638625,"{""0"": 24, ""1"": 29, ""2"": 24, ""6"": 31, ""4"": 34, ""3"": 26, ""5"": 19, ""7"": 24}",8,4,16.1
61,8124.265625000005,1010.7638888888889,20.086111111111112,1703.0,493.84808311462405,-0.010789626906625927,991.120947265625,3.6731801450252535,0.46325,"{""0"": 24, ""5"": 30, ""2"": 30, ""6"": 23, ""1"": 33, ""7"": 31, ""3"": 27, ""4"": 30}",8,1,14.5
62,8207.402249999997,1064.203888888889,20.025833333333335,1723.0,462.88332319259644,-0.012630678387358785,929.1865173339844,3.6687568366527556,0.4626375,"{""0"": 38, ""2"": 30, ""1"": 36, ""3"": 25, ""6"": 26, ""5"": 25, ""4"": 30, ""7"": 20}",8,0,16.5
63,8348.88581250001,1172.421388888889,23.73638888888889,1756.0,480.2277986526489,-0.024475251929834484,963.8946514129639,3.6687493443489076,0.462025,"{""0"": 28, ""3"": 28, ""4"": 30, ""5"": 21, ""1"": 31, ""6"": 28, ""2"": 26, ""7"": 32}",8,7,14.3
64,8038.67174999998,691.2672222222222,16.908055555555556,1670.0,392.21875286102295,-0.0010603587026707828,787.8191200256348,3.662117475271225,0.4614125,"{""0"": 24, ""7"": 29, ""3"": 17, ""6"": 25, ""1"": 37, ""5"": 26, ""2"": 35, ""4"": 36}",8,1,16.2
65,8346.442687499984,684.9686111111112,16.350833333333334,1731.0,552.3412923812866,-0.00895828944630921,1108.0811603546142,3.6682465076446533,0.4608,"{""0"": 32, ""6"": 27, ""5"": 31, ""4"": 31, ""1"": 28, ""7"": 29, ""3"": 26, ""2"": 27}",8,0,13.9
66,8335.195999999974,867.8677777777777,20.331666666666667,1739.0,475.89535369873045,-0.00761477139312774,955.173715209961,3.659139168262482,0.46018749999999997,"{""0"": 26, ""4"": 37, ""7"": 29, ""2"": 26, ""1"": 31, ""5"": 31, ""6"": 21, ""3"": 30}",8,4,16.0
67,8369.225624999995,1016.6111111111111,21.058055555555555,1752.0,461.6882074356079,-0.025799294607713817,926.7945888519287,3.66270734667778,0.459575,"{""0"": 28, ""6"": 28, ""7"": 30, ""3"": 34, ""5"": 25, ""2"": 20, ""4"": 30, ""1"": 27}",8,3,15.3
68,8445.914750000007,924.0038888888889,20.209722222222222,1763.0,505.7154933929443,-0.011695211520418525,1014.8169677734375,3.663249838352203,0.4589625,"{""0"": 30, ""3"": 28, ""7"": 16, ""1"": 33, ""6"": 30, ""2"": 31, ""5"": 20, ""4"": 30}",8,1,15.1
69,8458.376312500006,738.5441666666667,17.414444444444445,1756.0,570.7999849319458,-0.011244269693270326,1144.9805816650392,3.663279277086258,0.45835,"{""0"": 29, ""7"": 26, ""4"": 25, ""5"": 30, ""2"": 32, ""3"": 27, ""6"": 31, ""1"": 31}",8,2,13.9
70,8090.478249999995,600.4077777777778,15.282777777777778,1677.0,509.66982822418214,0.009365989873185755,1022.6802894592286,3.6695375382900237,0.4577375,"{""0"": 27, ""1"": 37, ""6"": 35, ""5"": 32, ""7"": 26, ""2"": 28, ""4"": 22, ""3"": 24}",8,1,16.0
71,8024.907187499996,711.3236111111111,16.953333333333333,1669.0,384.670516204834,-0.039325450221076606,772.7754699707032,3.6705395877361298,0.457125,"{""0"": 33, ""3"": 26, ""6"": 29, ""7"": 32, ""4"": 31, ""2"": 24, ""5"": 30, ""1"": 33}",8,0,13.9
72,8033.3220624999885,790.5963888888889,17.405555555555555,1673.0,449.43754262924193,0.005405902257189154,902.2074333190918,3.661642336845398,0.4565125,"{""0"": 28, ""7"": 28, ""2"": 25, ""4"": 25, ""5"": 38, ""1"": 32, ""6"": 33, ""3"": 19}",8,5,16.7
73,8221.979062499988,1462.951388888889,26.614166666666666,1747.0,447.03119258880616,-0.0006077777594327927,897.4056079864501,3.6652666449546816,0.45589999999999997,"{""0"": 34, ""1"": 26, ""2"": 20, ""4"": 32, ""5"": 24, ""3"": 29, ""6"": 31, ""7"": 22}",8,0,15.6
74,7974.1662499999875,1144.5472222222222,23.765833333333333,1679.0,455.68331756591795,-0.007940158108249306,914.7215858459473,3.666996568441391,0.4552875,"{""0"": 31, ""5"": 22, ""6"": 21, ""1"": 32, ""4"": 32, ""3"": 27, ""2"": 17, ""7"": 25}",8,1,15.5
75,8242.318062500002,722.6475,16.63277777777778,1713.0,465.48276538848876,-0.021977193653583527,934.3432224273681,3.6660569190979,0.454675,"{""0"": 28, ""1"": 41, ""5"": 25, ""4"": 26, ""2"": 26, ""6"": 34, ""7"": 33, ""3"": 27}",8,1,17.1
76,8184.8379375,1000.7341666666666,20.029166666666665,1715.0,397.1103993415833,-0.03513493565842509,797.6146051406861,3.659776920080185,0.4540625,"{""0"": 28, ""6"": 31, ""4"": 30, ""1"": 27, ""3"": 20, ""2"": 30, ""5"": 26, ""7"": 35}",8,7,15.4
77,8184.114937499989,650.3197222222223,15.575277777777778,1698.0,570.220892906189,-0.018485211441293357,1143.8038055419922,3.666384083032608,0.45345,"{""0"": 29, ""1"": 37, ""3"": 26, ""5"": 26, ""7"": 22, ""4"": 28, ""6"": 33, ""2"": 27}",8,1,16.2
78,8232.452124999983,990.5072222222223,21.295555555555556,1723.0,581.8614881515502,-0.00038285818882286546,1167.0336784362794,3.654676783084869,0.4528375,"{""0"": 32, ""1"": 31, ""6"": 25, ""4"": 26, ""5"": 32, ""2"": 25, ""3"": 25, ""7"": 23}",8,0,14.6
79,8048.040875000008,1061.5294444444444,22.55666666666667,1690.0,479.445499420166,-0.011420606216415764,962.2325729370117,3.669337069988251,0.452225,"{""0"": 22, ""6"": 37, ""5"": 27, ""7"": 30, ""4"": 24, ""2"": 28, ""1"": 18, ""3"": 22}",8,6,17.8
80,7827.016687499965,1207.8480555555554,24.063333333333333,1655.0,503.96325702667235,0.00857321840012446,1011.2173778533936,3.662426847219467,0.4516125,"{""0"": 27, ""4"": 28, ""7"": 31, ""6"": 17, ""5"": 28, ""1"": 28, ""3"": 21, ""2"": 30}",8,7,14.8
81,7884.621562499978,893.4847222222222,18.44472222222222,1648.0,430.91379203796384,-0.015203561959788203,865.1709037780762,3.67284916639328,0.451,"{""0"": 21, ""6"": 26, ""5"": 20, ""3"": 26, ""2"": 25, ""4"": 23, ""1"": 33, ""7"": 30}",8,1,16.2
82,8234.470875000012,1054.9794444444444,21.215,1727.0,346.75210866928103,-0.039527540747076276,696.8860303878785,3.666562020778656,0.4503875,"{""0"": 33, ""5"": 24, ""1"": 26, ""3"": 22, ""2"": 35, ""4"": 24, ""6"": 30, ""7"": 32}",8,2,15.5
83,8084.451874999981,787.6527777777778,17.189444444444444,1683.0,371.9775249481201,-0.023046422563493252,747.3005378723144,3.6678294062614443,0.449775,"{""0"": 29, ""6"": 25, ""2"": 31, ""7"": 23, ""4"": 22, ""1"": 34, ""3"": 27, ""5"": 25}",8,1,15.7
84,7971.6885000000075,1243.976111111111,22.54083333333333,1682.0,447.1836679458618,-0.025013670534826817,897.712748336792,3.668369787931442,0.4491625,"{""0"": 32, ""5"": 26, ""2"": 24, ""1"": 30, ""7"": 18, ""4"": 29, ""6"": 26, ""3"": 21}",8,0,15.5
85,7613.245250000004,784.1044444444444,18.055555555555557,1591.0,520.4829427719117,0.008551470655947923,1044.240089416504,3.668839603662491,0.44855,"{""0"": 24, ""1"": 30, ""6"": 33, ""5"": 33, ""2"": 25, ""3"": 27, ""7"": 29, ""4"": 31}",8,6,14.2
86,8450.482874999978,833.8288888888889,18.296944444444446,1760.0,533.942434501648,0.019885453674942256,1071.1265911102296,3.662897729873657,0.4479375,"{""0"": 26, ""6"": 32, ""1"": 39, ""3"": 31, ""2"": 25, ""5"": 26, ""4"": 28, ""7"": 25}",8,1,16.8
87,7894.27025000001,684.0711111111111,16.564444444444444,1640.0,404.81357803344724,-0.024523655930534006,812.9557941436767,3.6657818078994753,0.447325,"{""0"": 30, ""7"": 31, ""2"": 33, ""3"": 28, ""4"": 30, ""5"": 21, ""1"": 32, ""6"": 23}",8,2,14.5
88,7941.359499999999,890.2855555555556,18.558888888888887,1660.0,369.51402125358584,-0.025396807631477714,742.350315284729,3.661732107400894,0.4467125,"{""0"": 22, ""7"": 32, ""1"": 38, ""6"": 31, ""2"": 27, ""3"": 28, ""4"": 20, ""5"": 26}",8,1,17.0
89,8091.085312499977,1143.5458333333333,21.974166666666665,1704.0,413.7518644809723,-0.009695613803341985,830.7872007369995,3.658456099033356,0.4461,"{""0"": 27, ""5"": 32, ""1"": 40, ""2"": 36, ""6"": 20, ""4"": 31, ""3"": 27, ""7"": 24}",8,1,16.9
90,8064.33356250002,847.4091666666667,17.524722222222223,1682.0,383.14607486724856,-0.03222012897022068,769.6169925689697,3.659371370077133,0.4454875,"{""0"": 36, ""1"": 37, ""4"": 27, ""5"": 42, ""6"": 22, ""3"": 22, ""2"": 21, ""7"": 22}",8,5,18.3
91,8062.0576249999895,831.5188888888889,17.994722222222222,1684.0,559.2848841667176,0.0007698599714785814,1121.8320959091186,3.6682950794696807,0.444875,"{""0"": 33, ""5"": 29, ""6"": 29, ""2"": 29, ""3"": 33, ""7"": 25, ""1"": 41, ""4"": 23}",8,1,16.9
92,8215.044187499974,930.3619444444445,19.61638888888889,1719.0,469.76782379150393,-0.023846245207823812,942.8331020355224,3.65748707652092,0.4442625,"{""0"": 34, ""3"": 22, ""5"": 36, ""6"": 26, ""2"": 20, ""4"": 29, ""1"": 37, ""7"": 29}",8,1,15.9
93,8123.5595,1032.0994444444445,19.941388888888888,1704.0,615.2309061050415,0.013174033770337702,1233.6872367858887,3.6648141503334046,0.44365,"{""0"": 20, ""5"": 32, ""3"": 30, ""2"": 26, ""4"": 21, ""1"": 39, ""7"": 39, ""6"": 21}",8,1,17.1
94,7942.286875000002,964.9305555555555,20.754444444444445,1663.0,487.91640892028806,-0.006215106230229139,979.0937892913819,3.6662165999412535,0.4430375,"{""0"": 31, ""7"": 35, ""2"": 27, ""1"": 26, ""3"": 26, ""5"": 23, ""4"": 14, ""6"": 21}",8,7,17.2
95,8260.031062500015,905.4952777777778,18.642222222222223,1725.0,407.651523733139,-0.007265909202396869,818.5670747756958,3.672360044717789,0.442425,"{""0"": 30, ""5"": 28, ""3"": 37, ""1"": 33, ""4"": 24, ""6"": 32, ""7"": 25, ""2"": 22}",8,3,16.0
