episode,reward,waiting,queue,arrived,loss,pg_loss,val_loss,entropy,entropy_coef,phase_counts,phases_used,dominant_phase,dominant_pct
97,8035.272062499985,699.1408333333334,16.45388888888889,1675.0,559.0055805206299,0.008427243120968342,1120.9630805969239,3.6568348169326783,0.40592,"{""0"": 34, ""3"": 25, ""5"": 25, ""7"": 23, ""1"": 39, ""6"": 33, ""2"": 32, ""4"": 23}",8,1,16.7
98,7750.229624999978,921.2211111111111,18.950833333333332,1621.0,353.5629922866821,-0.01702472057659179,710.1168228149414,3.6508925437927244,0.40493999999999997,"{""0"": 31, ""1"": 41, ""5"": 28, ""2"": 16, ""7"": 29, ""4"": 24, ""6"": 24, ""3"": 14}",8,1,19.8
99,8179.390750000032,805.4633333333334,17.477222222222224,1704.0,512.7145166397095,-0.018996392423287035,1028.420275115967,3.6553695261478425,0.40396,"{""0"": 39, ""1"": 39, ""6"": 30, ""5"": 34, ""3"": 16, ""7"": 30, ""2"": 23, ""4"": 27}",8,0,16.4
100,8512.564375,846.1472222222222,17.456666666666667,1773.0,408.17915282249453,-0.017744177766144276,819.3444506645203,3.6610439300537108,0.40298,"{""0"": 38, ""4"": 28, ""6"": 27, ""3"": 31, ""1"": 34, ""5"": 25, ""7"": 27, ""2"": 30}",8,0,15.8
101,8170.518812500013,558.8941666666667,13.960555555555555,1690.0,433.2578279495239,-0.02325882869772613,869.5045211791992,3.6596317410469057,0.402,"{""0"": 33, ""5"": 22, ""6"": 24, ""2"": 21, ""1"": 46, ""4"": 30, ""7"": 30, ""3"": 36}",8,1,19.0
102,8102.684375,742.725,17.073333333333334,1685.0,546.9734544754028,0.00353679689578712,1096.8686422348023,3.651698166131973,0.40102,"{""0"": 26, ""7"": 32, ""5"": 32, ""1"": 36, ""3"": 20, ""2"": 21, ""6"": 30, ""4"": 34}",8,1,15.6
103,8420.531187500015,820.0475,18.750833333333333,1752.0,475.72005596160886,-0.022218529088422655,954.411042022705,3.6577549397945406,0.40004,"{""0"": 32, ""6"": 27, ""2"": 31, ""1"": 33, ""7"": 19, ""4"": 32, ""5"": 23, ""3"": 16}",8,1,15.5
104,8225.295375000007,679.7177777777778,15.899722222222222,1706.0,330.7876832962036,-0.01981629985384643,664.535929107666,3.659762316942215,0.39906,"{""0"": 35, ""5"": 29, ""4"": 27, ""7"": 28, ""6"": 25, ""1"": 36, ""3"": 26, ""2"": 25}",8,1,15.6
105,8095.288187499999,817.1552777777778,18.42861111111111,1688.0,445.7814311981201,-0.02366901491768658,894.5265472412109,3.663008654117584,0.39808,"{""0"": 35, ""1"": 33, ""2"": 31, ""3"": 28, ""4"": 27, ""7"": 30, ""5"": 16, ""6"": 32}",8,0,15.1
106,8144.855687499982,765.0275,16.67527777777778,1694.0,381.33915119171144,-0.02546774623915553,765.6422227859497,3.667828905582428,0.3971,"{""0"": 32, ""4"": 25, ""7"": 30, ""3"": 35, ""6"": 21, ""1"": 35, ""2"": 29, ""5"": 22}",8,3,15.3
107,8302.837500000016,705.7416666666667,16.911944444444444,1722.0,361.65181217193606,-0.022771335253492,726.2476348876953,3.6585691928863526,0.39612,"{""0"": 28, ""7"": 20, ""4"": 30, ""2"": 29, ""6"": 32, ""1"": 32, ""3"": 22, ""5"": 18}",8,6,15.2
108,8190.943562500001,751.6813888888889,16.926388888888887,1704.0,468.7518388748169,-0.00855348603799939,940.4111618041992,3.657415843009949,0.39514,"{""0"": 27, ""4"": 31, ""5"": 28, ""2"": 31, ""1"": 35, ""6"": 29, ""3"": 30, ""7"": 27}",8,1,14.7
109,8032.8813125,697.1136111111111,15.680277777777778,1669.0,459.24861850738523,-0.02508608717471361,921.427586364746,3.6535653173923492,0.39416,"{""0"": 34, ""3"": 21, ""1"": 33, ""6"": 21, ""4"": 39, ""2"": 30, ""7"": 27, ""5"": 20}",8,4,17.3
110,8303.785375000001,981.8122222222222,20.119722222222222,1738.0,464.1323444366455,-0.015815328038297594,931.1706069946289,3.6551808536052706,0.39318,"{""0"": 27, ""6"": 29, ""7"": 33, ""5"": 29, ""4"": 26, ""1"": 25, ""3"": 38, ""2"": 30}",8,3,16.0
111,7904.5013125000205,824.3302777777777,18.43027777777778,1653.0,386.17829208374025,-0.019053460587747394,775.2572437286377,3.6493472278118135,0.3922,"{""0"": 30, ""1"": 32, ""3"": 29, ""5"": 28, ""2"": 37, ""6"": 25, ""7"": 27, ""4"": 27}",8,2,15.7
112,8332.062187500016,804.8291666666667,17.797777777777778,1733.0,348.00887570381167,-0.02759617823176086,698.9326436042786,3.654846566915512,0.39122,"{""0"": 31, ""2"": 30, ""1"": 47, ""3"": 29, ""7"": 19, ""4"": 17, ""5"": 26, ""6"": 23}",8,1,21.2
113,8283.772812499992,888.4791666666666,18.641944444444444,1729.0,501.46057052612304,-0.010245457291603088,1005.7939811706543,3.6546223282814028,0.39024000000000003,"{""0"": 32, ""6"": 31, ""7"": 30, ""2"": 25, ""1"": 40, ""3"": 23, ""5"": 20, ""4"": 25}",8,1,17.7
114,8424.141562500006,813.5680555555556,18.110833333333332,1754.0,492.437033700943,0.012587167648598551,987.6935801506042,3.653965193033218,0.38926,"{""0"": 35, ""6"": 27, ""4"": 24, ""3"": 19, ""5"": 32, ""2"": 32, ""1"": 33, ""7"": 24}",8,0,15.5
115,8224.540250000013,897.3516666666667,18.474722222222223,1717.0,399.2513421058655,-0.012873243214562536,801.3657323837281,3.653679519891739,0.38828,"{""0"": 28, ""3"": 31, ""2"": 33, ""6"": 24, ""1"": 38, ""4"": 20, ""7"": 21, ""5"": 23}",8,1,17.4
116,8168.488937499988,860.6186111111111,19.184722222222224,1706.0,465.7436587333679,-0.009654517844319343,934.3355876922608,3.6521473288536073,0.3873,"{""0"": 32, ""2"": 29, ""3"": 20, ""4"": 27, ""1"": 29, ""6"": 25, ""5"": 22, ""7"": 27}",8,0,15.2
117,8316.88356249999,686.9786111111111,16.195555555555554,1727.0,376.6190484046936,-0.004342994862236082,756.0739923477173,3.6591521322727205,0.38632,"{""0"": 31, ""3"": 19, ""5"": 26, ""7"": 29, ""2"": 29, ""1"": 37, ""6"": 24, ""4"": 35}",8,1,16.1
118,8218.317249999987,670.4455555555555,16.217222222222222,1706.0,494.4294843673706,-0.004702763538807631,991.6906097412109,3.662012445926666,0.38534,"{""0"": 40, ""2"": 27, ""3"": 32, ""7"": 25, ""1"": 38, ""6"": 26, ""5"": 25, ""4"": 24}",8,0,16.9
119,7851.947374999994,785.1422222222222,16.17861111111111,1637.0,478.284236907959,-0.002189710782840848,959.3866508483886,3.6603656649589538,0.38436000000000003,"{""0"": 37, ""3"": 28, ""2"": 35, ""7"": 31, ""4"": 32, ""6"": 18, ""1"": 30, ""5"": 21}",8,0,15.9
120,7900.2473125000015,978.7619444444445,19.741666666666667,1659.0,468.2393375396729,-0.007292264536954462,939.2942409515381,3.6530163168907164,0.38338,"{""0"": 27, ""3"": 22, ""7"": 26, ""4"": 30, ""1"": 34, ""6"": 27, ""2"": 25, ""5"": 26}",8,1,15.7
121,8249.933124999996,927.7361111111111,18.636666666666667,1723.0,323.5135221481323,-0.02408470823429525,649.8712738037109,3.655934804677963,0.3824,"{""0"": 36, ""1"": 38, ""3"": 20, ""2"": 31, ""6"": 29, ""5"": 19, ""7"": 24, ""4"": 26}",8,1,17.0
122,8020.035187500007,759.4908333333333,16.713055555555556,1670.0,359.3519458770752,0.008310711663216352,721.4765724182129,3.6564711213111876,0.38142,"{""0"": 36, ""2"": 35, ""4"": 29, ""1"": 35, ""5"": 24, ""3"": 23, ""6"": 27, ""7"": 30}",8,0,15.1
123,7811.245062499994,732.3386111111112,16.618333333333332,1625.0,428.9165557861328,-0.003937716595828533,860.6250736236573,3.659030133485794,0.38044,"{""0"": 25, ""1"": 35, ""3"": 35, ""6"": 25, ""2"": 24, ""4"": 31, ""7"": 21, ""5"": 20}",8,1,16.2
124,8220.687749999985,616.3433333333334,15.726666666666667,1703.0,419.2853933334351,-0.008539643697440624,841.3642654418945,3.6583623468875883,0.37946,"{""0"": 40, ""6"": 33, ""3"": 27, ""7"": 23, ""5"": 28, ""4"": 23, ""1"": 38, ""2"": 22}",8,0,17.1
125,8161.148562500017,765.3202777777777,16.376944444444444,1699.0,576.8681777954101,0.01277388127055019,1156.48108959198,3.659759211540222,0.37848,"{""0"": 33, ""6"": 40, ""2"": 26, ""3"": 25, ""1"": 37, ""7"": 31, ""5"": 25, ""4"": 23}",8,6,16.7
126,8113.439687499998,522.5708333333333,13.675277777777778,1677.0,489.11916580200193,-0.02045655674301088,981.040790939331,3.657674491405487,0.3775,"{""0"": 26, ""3"": 25, ""7"": 29, ""5"": 28, ""4"": 30, ""2"": 28, ""1"": 43, ""6"": 30}",8,1,18.0
127,8537.521499999988,987.7961111111111,20.85527777777778,1785.0,503.7971059799194,-0.006073824223130941,1010.3576950073242,3.653642612695694,0.37652,"{""0"": 37, ""7"": 30, ""3"": 20, ""4"": 21, ""6"": 28, ""5"": 28, ""2"": 20, ""1"": 35}",8,0,16.9
128,8155.303062499996,853.8197222222223,17.58888888888889,1700.0,461.88697624206543,0.007067491370253265,926.5077871322632,3.6586843729019165,0.37554,"{""0"": 27, ""6"": 20, ""5"": 34, ""4"": 27, ""1"": 41, ""3"": 29, ""7"": 28, ""2"": 17}",8,1,18.4
129,7978.93343749999,714.8708333333333,15.053611111111111,1658.0,378.6345358848572,-0.02671511606313288,760.0587421417237,3.6526080906391143,0.37456,"{""0"": 31, ""4"": 24, ""5"": 26, ""1"": 38, ""7"": 19, ""6"": 28, ""2"": 31, ""3"": 27}",8,1,17.0
130,8046.549250000004,669.6144444444444,15.519444444444444,1672.0,451.4420643806458,0.005032893642783165,905.6080509185791,3.659164363145828,0.37358,"{""0"": 40, ""1"": 38, ""7"": 28, ""3"": 33, ""5"": 25, ""6"": 30, ""2"": 24, ""4"": 24}",8,0,16.5
131,8200.063750000001,664.6111111111111,15.227222222222222,1701.0,469.391237449646,-0.01843228079378605,941.549801826477,3.6640805900096893,0.3726,"{""0"": 43, ""6"": 30, ""3"": 25, ""2"": 26, ""4"": 27, ""5"": 25, ""1"": 43, ""7"": 20}",8,0,18.0
132,8145.462187499994,917.5791666666667,18.161666666666665,1702.0,413.48825216293335,-0.033723471034318206,829.7577025413514,3.6512622594833375,0.37162,"{""0"": 27, ""5"": 39, ""3"": 24, ""2"": 23, ""1"": 36, ""7"": 29, ""4"": 20, ""6"": 28}",8,5,17.3
133,8266.801562499999,752.6013888888889,17.50027777777778,1719.0,551.5540554046631,0.00596459093503654,1105.802682495117,3.6511182606220247,0.37063999999999997,"{""0"": 39, ""2"": 20, ""1"": 39, ""5"": 28, ""4"": 36, ""6"": 24, ""3"": 24, ""7"": 25}",8,0,16.6
134,7926.751125000005,643.1311111111111,14.980833333333333,1646.0,491.02276973724366,-0.013633690169081092,984.7762287139892,3.656622838973999,0.36966,"{""0"": 32, ""2"": 26, ""1"": 33, ""6"": 28, ""4"": 39, ""7"": 20, ""5"": 21, ""3"": 32}",8,4,16.9
135,8088.937562499985,899.5608333333333,18.471666666666668,1690.0,513.279182434082,-0.007638971623964608,1029.2648002624512,3.6497185289859773,0.36868,"{""0"": 33, ""4"": 30, ""2"": 34, ""1"": 36, ""7"": 24, ""3"": 24, ""6"": 34, ""5"": 12}",8,1,15.9
136,7887.744625000016,741.0988888888888,16.711944444444445,1643.0,375.527464389801,-0.002544474182650447,753.7514219284058,3.6597843706607818,0.3677,"{""0"": 39, ""4"": 28, ""6"": 36, ""5"": 24, ""1"": 36, ""3"": 27, ""2"": 26, ""7"": 27}",8,0,16.0
137,8526.1666875,577.0980555555556,14.827222222222222,1764.0,436.1368848800659,-0.020331689156591892,874.9932792663574,3.6524432063102723,0.36672,"{""0"": 38, ""4"": 31, ""1"": 35, ""6"": 31, ""5"": 29, ""7"": 21, ""3"": 32, ""2"": 28}",8,0,15.5
138,8087.23025,720.9183333333333,16.461388888888887,1681.0,433.16471309661864,-0.0010833391454070807,869.0034660339355,3.652687984704971,0.36573999999999995,"{""0"": 31, ""6"": 36, ""1"": 33, ""5"": 24, ""2"": 35, ""4"": 30, ""7"": 18, ""3"": 21}",8,6,15.8
139,8066.292124999994,655.2266666666667,14.8475,1673.0,387.81878423690796,-0.012989840097725391,778.3251344680787,3.648416429758072,0.36476,"{""0"": 29, ""5"": 28, ""3"": 29, ""1"": 39, ""6"": 33, ""2"": 21, ""4"": 30, ""7"": 24}",8,1,16.7
140,8411.363000000005,764.4922222222223,17.142222222222223,1748.0,518.4848611831665,-0.0061349055729806425,1039.6404329299926,3.6539117097854614,0.36378,"{""0"": 36, ""2"": 27, ""7"": 19, ""6"": 28, ""1"": 32, ""4"": 34, ""3"": 27, ""5"": 22}",8,0,16.0
141,7689.984687499991,664.2041666666667,14.566944444444445,1598.0,456.77673826217654,-0.01159369053784758,916.2267749786376,3.65230308175087,0.3628,"{""0"": 36, ""2"": 28, ""4"": 22, ""5"": 29, ""3"": 27, ""7"": 19, ""1"": 41, ""6"": 22}",8,1,18.3
142,8446.505124999987,701.3105555555555,16.569444444444443,1753.0,377.84228096008303,-0.011476640636101366,758.3495399475098,3.6510355293750765,0.36182000000000003,"{""0"": 37, ""4"": 31, ""1"": 41, ""2"": 36, ""7"": 26, ""3"": 21, ""6"": 27, ""5"": 24}",8,1,16.9
143,8372.071000000007,871.8038888888889,18.738055555555555,1745.0,430.4118842124939,-0.027696133032441138,863.5158088684082,3.6534888088703155,0.36084000000000005,"{""0"": 28, ""6"": 30, ""5"": 31, ""1"": 45, ""2"": 27, ""7"": 19, ""4"": 26, ""3"": 21}",8,1,19.8
144,8406.801625000015,776.2094444444444,17.558888888888887,1748.0,328.339287853241,-0.030627627088688315,659.3673997879029,3.6508196115493776,0.35986,"{""0"": 34, ""1"": 35, ""4"": 28, ""6"": 28, ""5"": 25, ""2"": 34, ""3"": 24, ""7"": 22}",8,1,15.2
145,8653.7729375,633.3619444444445,16.350833333333334,1790.0,438.5025813102722,-0.005993025423958897,879.6402435302734,3.6545671463012694,0.35888,"{""0"": 30, ""7"": 30, ""1"": 41, ""2"": 25, ""6"": 27, ""3"": 31, ""4"": 25, ""5"": 17}",8,1,18.1
146,7797.807812499997,1196.3597222222222,22.260555555555555,1647.0,488.5916233062744,0.015062697464600205,979.7610488891602,3.6433727920055388,0.3579,"{""0"": 31, ""5"": 21, ""1"": 34, ""7"": 30, ""2"": 33, ""6"": 22, ""3"": 23, ""4"": 26}",8,1,15.5
147,8076.092374999994,809.77,18.90972222222222,1683.0,493.7178884506226,-0.0022482839878648518,990.0486755371094,3.6540349304676054,0.35692,"{""0"": 34, ""5"": 23, ""4"": 25, ""1"": 33, ""2"": 31, ""6"": 31, ""7"": 22, ""3"": 26}",8,0,15.1
148,8369.332624999983,893.2716666666666,18.516666666666666,1750.0,577.4992733001709,-0.006744820228777826,1157.6181091308595,3.6608430206775666,0.35594000000000003,"{""0"": 46, ""5"": 25, ""7"": 24, ""6"": 31, ""1"": 34, ""2"": 26, ""4"": 27, ""3"": 23}",8,0,19.5
149,7863.432437499989,624.0058333333334,15.629444444444445,1632.0,543.9051874160766,-0.020061507914215328,1090.4444816589355,3.653907281160355,0.35496,"{""0"": 37, ""5"": 29, ""3"": 22, ""4"": 29, ""7"": 24, ""2"": 30, ""6"": 34, ""1"": 28}",8,0,15.9
150,7781.410812500004,685.8352777777778,15.475555555555555,1619.0,328.8273677825928,-0.0037857107352465393,660.2517887115479,3.6576609015464783,0.35398,"{""0"": 31, ""4"": 25, ""1"": 33, ""2"": 32, ""5"": 28, ""3"": 30, ""7"": 28, ""6"": 33}",8,1,13.8
151,8261.88025000001,727.585,17.50583333333333,1717.0,391.4510687828064,-0.02062416370026767,785.5268703460694,3.659329265356064,0.353,"{""0"": 39, ""1"": 31, ""5"": 26, ""7"": 27, ""2"": 30, ""3"": 27, ""6"": 26, ""4"": 23}",8,0,17.0
152,8019.965187499993,763.5380555555555,17.13388888888889,1669.0,497.63709144592286,-0.01679451921954751,997.8815246582031,3.655703753232956,0.35202,"{""0"": 27, ""5"": 19, ""2"": 32, ""4"": 21, ""1"": 35, ""7"": 27, ""6"": 35, ""3"": 29}",8,1,15.6
153,8244.918125000006,685.9305555555555,15.56,1712.0,520.0902395248413,0.0009480771608650684,1042.741464996338,3.6504132390022277,0.35104,"{""0"": 31, ""6"": 33, ""4"": 24, ""1"": 40, ""7"": 19, ""3"": 17, ""5"": 30, ""2"": 35}",8,1,17.5
154,8166.3622499999965,631.1483333333333,15.679722222222223,1695.0,399.2807207107544,-0.02004442831967026,801.1569915771485,3.650036996603012,0.35006000000000004,"{""0"": 37, ""4"": 26, ""6"": 29, ""7"": 28, ""1"": 41, ""2"": 32, ""5"": 26, ""3"": 28}",8,1,16.6
155,8001.901812500003,646.9030555555555,14.486666666666666,1660.0,448.1095485687256,0.01812127362936735,898.7345012664795,3.6548061192035677,0.34908,"{""0"": 28, ""6"": 30, ""5"": 24, ""2"": 28, ""1"": 42, ""3"": 32, ""7"": 21, ""4"": 26}",8,1,18.2
156,7907.261374999998,599.1577777777778,15.07638888888889,1640.0,434.74475712776183,0.003445476433262229,872.0279588699341,3.6560565173625945,0.34809999999999997,"{""0"": 41, ""7"": 20, ""3"": 34, ""6"": 33, ""5"": 24, ""1"": 35, ""4"": 25, ""2"": 27}",8,0,17.2
157,7734.4184375000095,1253.8041666666666,22.38083333333333,1639.0,454.0522554397583,-0.012574062636122107,910.6606311798096,3.6456760346889494,0.34712,"{""0"": 31, ""1"": 40, ""4"": 27, ""7"": 23, ""6"": 23, ""2"": 28, ""3"": 28, ""5"": 19}",8,1,18.3
158,8175.708687500004,760.4252777777778,17.525833333333335,1701.0,407.69044227600097,0.0006454632617533207,817.9071670532227,3.6510895073413847,0.34614,"{""0"": 30, ""4"": 21, ""6"": 33, ""1"": 41, ""3"": 26, ""7"": 30, ""5"": 25, ""2"": 24}",8,1,17.8
159,8181.777812500001,552.1263888888889,14.852777777777778,1692.0,394.2047842025757,-0.0033266420476138594,790.935697555542,3.649735999107361,0.34516,"{""0"": 39, ""2"": 27, ""1"": 34, ""6"": 29, ""4"": 28, ""7"": 23, ""5"": 29, ""3"": 25}",8,0,16.7
160,8516.021999999995,574.83,14.968333333333334,1760.0,413.77966594696045,0.004911587038077414,830.0666236877441,3.6566631495952606,0.34418000000000004,"{""0"": 30, ""6"": 23, ""4"": 31, ""3"": 22, ""7"": 31, ""5"": 31, ""1"": 43, ""2"": 26}",8,1,18.1
161,8002.679624999997,487.37111111111113,13.363611111111112,1654.0,477.0043444633484,-0.006505209696479141,956.5232120513916,3.644404935836792,0.3432,"{""0"": 42, ""3"": 24, ""2"": 41, ""6"": 27, ""7"": 21, ""1"": 38, ""5"": 24, ""4"": 29}",8,0,17.1
162,8229.399124999985,763.7983333333333,17.462222222222223,1712.0,632.3248949050903,0.0012192073510959745,1267.1513664245606,3.6584805250167847,0.34221999999999997,"{""0"": 31, ""4"": 31, ""2"": 31, ""1"": 27, ""3"": 23, ""6"": 29, ""5"": 38, ""7"": 20}",8,5,16.5
163,8473.78537499999,573.5372222222222,15.130555555555556,1751.0,348.11268787384034,-0.01758702681399882,698.7590618133545,3.6609233736991884,0.34124,"{""0"": 35, ""1"": 35, ""4"": 26, ""7"": 34, ""2"": 24, ""6"": 27, ""3"": 22, ""5"": 30}",8,0,15.0
164,8578.797562500002,842.2330555555556,18.75,1786.0,490.445210647583,0.018486751953605562,983.3337711334228,3.644736510515213,0.34026,"{""0"": 40, ""6"": 28, ""3"": 33, ""7"": 30, ""4"": 24, ""1"": 32, ""2"": 21, ""5"": 22}",8,0,17.4
165,8408.858624999993,735.4644444444444,16.344166666666666,1748.0,536.535188293457,0.02622425640001893,1075.4937549591064,3.6486437022686005,0.33928,"{""0"": 29, ""4"": 32, ""7"": 25, ""6"": 28, ""1"": 42, ""2"": 31, ""5"": 28, ""3"": 31}",8,1,17.1
166,8091.431999999995,652.73,16.08222222222222,1679.0,520.3915541648864,-0.0163834311068058,1043.286475753784,3.6515097498893736,0.3383,"{""0"": 36, ""1"": 38, ""7"": 24, ""2"": 30, ""4"": 33, ""5"": 24, ""6"": 33, ""3"": 18}",8,1,16.1
167,8344.646062499985,706.1730555555556,17.337222222222223,1733.0,488.51593685150146,-0.0012490071356296539,979.4972007751464,3.6505946695804594,0.33731999999999995,"{""0"": 30, ""2"": 29, ""6"": 25, ""4"": 42, ""7"": 20, ""1"": 33, ""3"": 25, ""5"": 28}",8,4,18.1
168,8302.170812500013,613.0297222222222,15.073888888888888,1720.0,465.0487386703491,-0.01805249317549169,932.5924968719482,3.6554002821445466,0.33634,"{""0"": 33, ""1"": 45, ""5"": 23, ""4"": 27, ""6"": 37, ""3"": 31, ""2"": 25, ""7"": 22}",8,1,18.5
169,8006.160687499997,629.8719444444445,15.355277777777777,1662.0,521.800795173645,0.0023755052126944063,1046.0465311050416,3.6523346185684202,0.33536,"{""0"": 31, ""1"": 42, ""4"": 28, ""2"": 36, ""6"": 26, ""7"": 27, ""5"": 22, ""3"": 26}",8,1,17.6
170,8052.240624999988,760.8444444444444,16.789166666666667,1674.0,338.55402755737305,-0.013456285069696605,679.5783149719239,3.6535400569438936,0.33438,"{""0"": 26, ""1"": 36, ""5"": 24, ""6"": 28, ""7"": 21, ""2"": 27, ""4"": 30, ""3"": 21}",8,1,16.9
171,8286.20381250002,669.5219444444444,16.518333333333334,1718.0,343.0039836883545,-0.01399838284123689,688.4699119567871,3.650199609994888,0.33340000000000003,"{""0"": 40, ""4"": 34, ""5"": 24, ""7"": 23, ""3"": 26, ""1"": 32, ""2"": 24, ""6"": 27}",8,0,17.4
172,8178.102562500018,754.6163888888889,16.94,1701.0,440.37817573547363,-0.009326628386043012,883.2038284301758,3.653257817029953,0.33242,"{""0"": 36, ""7"": 18, ""3"": 21, ""6"": 22, ""1"": 39, ""5"": 28, ""2"": 31, ""4"": 30}",8,1,17.3
173,7955.293000000005,708.2533333333333,16.43888888888889,1655.0,408.54770412445066,-0.024373747571371496,819.5651023864746,3.6521464407444,0.33144,"{""0"": 31, ""3"": 23, ""7"": 21, ""4"": 36, ""2"": 26, ""5"": 31, ""1"": 38, ""6"": 28}",8,1,16.2
174,8502.956124999979,576.7477777777777,15.200277777777778,1758.0,367.14787850379946,-0.030967197054997085,736.7665435791016,3.644694310426712,0.33046,"{""0"": 34, ""1"": 43, ""4"": 39, ""7"": 29, ""6"": 28, ""5"": 27, ""2"": 23, ""3"": 19}",8,1,17.8
175,8146.5120000000115,730.3827777777777,15.264722222222222,1695.0,491.119322681427,-0.006325685116462409,984.6618194580078,3.6580724477767945,0.32948,"{""0"": 41, ""2"": 32, ""6"": 20, ""4"": 32, ""3"": 29, ""7"": 23, ""1"": 46, ""5"": 22}",8,1,18.8
176,8072.5695000000105,936.3744444444444,19.362222222222222,1688.0,578.7946634292603,0.010056449193507433,1159.9715602874755,3.6565291941165925,0.3285,"{""0"": 27, ""5"": 19, ""6"": 25, ""3"": 31, ""4"": 23, ""2"": 40, ""7"": 21, ""1"": 31}",8,2,18.4
177,8582.264250000013,746.6783333333333,18.398055555555555,1782.0,426.6107880115509,-0.027169413515366614,855.6719553947448,3.657848995923996,0.32752000000000003,"{""0"": 27, ""6"": 35, ""3"": 32, ""7"": 28, ""2"": 24, ""4"": 31, ""5"": 29, ""1"": 28}",8,6,15.0
178,8084.730437500001,767.6313888888889,17.38722222222222,1688.0,512.9437140464782,-0.03171776980161667,1028.3388208389283,3.6564612984657288,0.32654000000000005,"{""0"": 36, ""4"": 29, ""6"": 27, ""3"": 28, ""1"": 37, ""7"": 27, ""5"": 26, ""2"": 22}",8,1,15.9
179,8245.684374999993,872.1,18.34138888888889,1719.0,398.7217851638794,0.012299630744382738,799.7979877471923,3.6537273824214935,0.32556,"{""0"": 28, ""6"": 32, ""3"": 34, ""5"": 18, ""2"": 27, ""4"": 22, ""7"": 24, ""1"": 35}",8,1,15.9
180,7835.4508750000105,633.3933333333333,15.063055555555556,1627.0,479.00723400115965,-0.007285854057408869,960.4021465301514,3.655659693479538,0.32458,"{""0"": 42, ""7"": 18, ""6"": 30, ""2"": 42, ""1"": 38, ""5"": 15, ""3"": 26, ""4"": 28}",8,0,17.6
181,8517.559499999992,603.5772222222222,15.224166666666667,1761.0,440.47825651168824,-0.0018203427083790303,883.3209117889404,3.6476365864276885,0.3236,"{""0"": 30, ""1"": 47, ""4"": 31, ""3"": 29, ""7"": 25, ""6"": 26, ""2"": 25, ""5"": 18}",8,1,20.3
182,8203.98775,648.4211111111111,15.41611111111111,1700.0,490.4579216957092,0.012329361122101545,983.2453336715698,3.6484871327877046,0.32262,"{""0"": 33, ""1"": 37, ""4"": 17, ""6"": 31, ""5"": 28, ""2"": 31, ""3"": 24, ""7"": 24}",8,1,16.4
183,8289.094437499998,619.0191666666667,15.747777777777777,1717.0,372.7106905460358,-0.01332682864740491,747.8017531394959,3.6589374363422396,0.32164000000000004,"{""0"": 32, ""1"": 34, ""7"": 21, ""5"": 28, ""3"": 31, ""4"": 34, ""6"": 30, ""2"": 29}",8,1,14.2
184,8128.149125000001,663.4344444444445,15.768055555555556,1686.0,359.45730886459353,-0.027521731378510595,721.3169815063477,3.6601320445537566,0.32066,"{""0"": 33, ""1"": 31, ""5"": 36, ""3"": 28, ""7"": 19, ""4"": 30, ""2"": 30, ""6"": 24}",8,5,15.6
185,8560.598937499986,708.5519444444444,17.70916666666667,1776.0,444.9176741600037,-0.001889363257214427,892.1711688995362,3.647470271587372,0.31968,"{""0"": 38, ""1"": 32, ""2"": 23, ""6"": 33, ""5"": 22, ""4"": 24, ""3"": 23, ""7"": 30}",8,0,16.9
186,8129.021937499999,774.5913888888889,17.10333333333333,1692.0,451.8430414199829,-0.01520116818137467,906.046577835083,3.6556273221969606,0.3187,"{""0"": 32, ""3"": 30, ""4"": 23, ""7"": 34, ""6"": 29, ""5"": 32, ""1"": 32, ""2"": 22}",8,7,14.5
187,7977.955500000001,706.3061111111111,16.69472222222222,1661.0,499.59918079376223,0.010726073244586586,1001.5007942199707,3.6571281433105467,0.31772,"{""0"": 32, ""3"": 34, ""1"": 31, ""2"": 23, ""7"": 37, ""4"": 26, ""5"": 32, ""6"": 24}",8,7,15.5
188,8163.691500000007,951.6655555555556,18.948333333333334,1709.0,461.57502460479736,-0.014826612593606115,925.4905883789063,3.647933620214462,0.31674,"{""0"": 37, ""1"": 37, ""4"": 26, ""6"": 26, ""7"": 37, ""2"": 38, ""3"": 22, ""5"": 17}",8,2,15.8
189,8262.541937499987,633.2941666666667,15.724166666666667,1713.0,382.612202835083,-0.03910271958447993,767.6156847000123,3.6627203822135925,0.31576000000000004,"{""0"": 31, ""2"": 38, ""1"": 40, ""7"": 32, ""6"": 28, ""3"": 28, ""5"": 26, ""4"": 18}",8,1,16.6
190,8086.514812500012,705.4452777777777,16.282222222222224,1680.0,494.96210327148435,0.006170581188052892,992.2053398132324,3.6429801106452944,0.31478,"{""0"": 34, ""2"": 26, ""4"": 25, ""6"": 25, ""1"": 42, ""5"": 29, ""3"": 26, ""7"": 27}",8,1,17.9
191,8265.330499999971,719.7116666666667,16.47361111111111,1717.0,430.85395469665525,0.007052735425531864,863.9834403991699,3.648248291015625,0.31379999999999997,"{""0"": 24, ""1"": 43, ""2"": 30, ""7"": 30, ""4"": 34, ""3"": 30, ""6"": 29, ""5"": 19}",8,1,18.0
192,7765.497812500017,956.2347222222222,17.988611111111112,1627.0,428.3300266265869,-0.02055044029839337,858.9789043426514,3.640670132637024,0.31282,"{""0"": 32, ""2"": 28, ""1"": 32, ""3"": 28, ""6"": 25, ""4"": 20, ""5"": 23, ""7"": 30}",8,0,14.7
